locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Poznań Grunwald,ul. Ptasia,2,46,zapytaj o cenę,,Bez pośredników,,1,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-ptasia-2-pokojowe-z4t6n1,https://s2.adresowa.pl/development/672144/nowe-mieszkania-ptasia-vita-cf5b_cover.jpg
Poznań Rataje,os. Piastowskie,2,44,529900,12126,Oferta biura nieruchomości,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-poznan-rataje-os-piastowskie-2-pokojowe-g8d3u7,https://s2.adresowa.pl/oi/68/2c/3a9b00_d47a_cover-2-pokojowe-mieszkanie-poznan-rataje-os-piastowskie.jpg
Poznań Garbary,ul. Wenecjańska,3,80,1849900,23124,Oferta biura nieruchomości,ponad tydzień temu,18,https://adresowo.pl/o/mieszkanie-poznan-garbary-ul-wenecjanska-3-pokojowe-a9a5e6,https://s2.adresowa.pl/oi/3e/39/3a9750_8d82_cover-3-pokojowe-mieszkanie-poznan-garbary-ul-wenecjanska.jpg
Poznań Jeżyce,ul. Polna,3,70,620000,8857,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-poznan-jezyce-ul-polna-3-pokojowe-w1o4j7,https://s2.adresowa.pl/oi/57/5a/3a71a6_8cfc_cover-3-pokojowe-mieszkanie-poznan-jezyce-ul-polna.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań Stare Miasto,ul. gen. Tadeusza Kutrzeby,2,53,1250000,23452,Bez pośredników,ponad tydzień temu,27,https://adresowo.pl/o/mieszkanie-poznan-stare-miasto-ul-gen-tadeusza-kutrzeby-2-pokojowe-r8d1y1,https://s2.adresowa.pl/oi/2d/35/3a4d40_42db_cover-2-pokojowe-mieszkanie-poznan-stare-miasto-ul-gen-tadeusza-kutrzeby.jpg
Poznań,ul. Królowej Jadwigi,3,51,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-poznan-ul-krolowej-jadwigi-3-pokojowe-s6r2u2,https://s2.adresowa.pl/development/671250/nowe-mieszkania-krolowej-jadwigi-a8c4_cover.jpg
Poznań Łazarz,ul. Kolejowa,2,32,499000,15507,Oferta biura nieruchomości,ponad tydzień temu,6,https://adresowo.pl/o/mieszkanie-poznan-lazarz-ul-kolejowa-2-pokojowe-h8i8c0,https://s2.adresowa.pl/oi/34/54/3a8ab2_a717_cover-2-pokojowe-mieszkanie-poznan-lazarz-ul-kolejowa.jpg
Poznań Dębiec,ul. 28 Czerwca 1956 r.,2,39,480600,12245,Oferta biura nieruchomości,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-poznan-debiec-ul-28-czerwca-1956-r-2-pokojowe-n9e1t0,https://s2.adresowa.pl/oi/2c/63/3a81e8_caad_cover-2-pokojowe-mieszkanie-poznan-debiec-ul-28-czerwca-1956-r-.jpg
Poznań Stare Miasto,ul. Za Groblą,4,103,2000000,19417,Bez pośredników,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-poznan-stare-miasto-ul-za-grobla-4-pokojowe-v0t1p7,https://s2.adresowa.pl/oi/1b/3d/3a39aa_5dc0_cover-4-pokojowe-mieszkanie-poznan-stare-miasto-ul-za-grobla.jpg
Poznań,ul. Głuszyna,2,44,495000,11199,Bez pośredników,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-poznan-ul-gluszyna-2-pokojowe-l0i1u9,https://s2.adresowa.pl/oi/35/16/3a35fa_710f_cover-2-pokojowe-mieszkanie-poznan-ul-gluszyna.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań Starołęka,ul. Unii Lubelskiej,3,51,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-poznan-staroleka-ul-unii-lubelskiej-3-pokojowe-w6e2u7,https://s2.adresowa.pl/development/671252/nowe-mieszkania-unii-lubelskiej-vita-b029_cover.jpg
Poznań Piątkowo,os. Stefana Batorego,4,79,827000,10535,Oferta biura nieruchomości,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-os-stefana-batorego-4-pokojowe-s6z7g2,https://s2.adresowa.pl/oi/45/3b/3a7b5a_b142_cover-4-pokojowe-mieszkanie-poznan-piatkowo-os-stefana-batorego.jpg
Poznań Stare Miasto,os. Przyjaźni,3,48,140000,2939,Oferta biura nieruchomości,ponad tydzień temu,2,https://adresowo.pl/o/mieszkanie-poznan-stare-miasto-os-przyjazni-3-pokojowe-i2d8i6,https://s2.adresowa.pl/oi/11/13/3a7ae6_a3f8_cover-3-pokojowe-mieszkanie-poznan-stare-miasto-os-przyjazni.jpg
Poznań Ławica,ul. Barwicka,3,66,829000,12504,Bez pośredników,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-poznan-lawica-ul-barwicka-3-pokojowe-o9t3k3,https://s2.adresowa.pl/oi/79/6f/3a3238_d1b7_cover-3-pokojowe-mieszkanie-poznan-lawica-ul-barwicka.jpg
Poznań Łazarz,ul. Kanałowa,4,93,795000,8585,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-poznan-lazarz-ul-kanalowa-4-pokojowe-f5z4v9,https://s2.adresowa.pl/oi/20/64/3a2778_c89b_cover-4-pokojowe-mieszkanie-poznan-lazarz-ul-kanalowa.jpg
Poznań Wilda,ul. Mieczysława Niedziałkowskiego,3,58,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-mieczyslawa-niedzialkowskiego-3-pokojowe-f4p5p2,https://s2.adresowa.pl/development/671892/nowe-mieszkania-vilda-arte-3045_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań Grunwald,ul. Arnolda Szylinga,4,90,870000,9688,Oferta biura nieruchomości,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-arnolda-szylinga-4-pokojowe-x0g3k0,https://s2.adresowa.pl/oi/68/63/3a75ac_5871_cover-4-pokojowe-mieszkanie-poznan-grunwald-ul-arnolda-szylinga.jpg
Poznań,ul. Barwicka,2,49,685000,13920,Oferta biura nieruchomości,ponad tydzień temu,20,https://adresowo.pl/o/mieszkanie-poznan-ul-barwicka-2-pokojowe-m4a7q8,https://s2.adresowa.pl/oi/57/2a/3a70ba_4bc1_cover-2-pokojowe-mieszkanie-poznan-ul-barwicka.jpg
Poznań Jeżyce,ul. Cypriana Kamila Norwida,3,57,570000,10053,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-poznan-jezyce-ul-cypriana-kamila-norwida-3-pokojowe-w5f8z6,https://s2.adresowa.pl/oi/67/79/3a1c0e_7be1_cover-3-pokojowe-mieszkanie-poznan-jezyce-ul-cypriana-kamila-norwida.jpg
Poznań Grunwald,ul. Ptasia,3,61,zapytaj o cenę,,Bez pośredników,,1,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-ptasia-3-pokojowe-v5i6p5,https://s2.adresowa.pl/development/672144/nowe-mieszkania-ptasia-vita-cf5b_cover.jpg
Poznań Zawady,ul. Mariacka,2,43,549000,12860,Oferta biura nieruchomości,ponad tydzień temu,21,https://adresowo.pl/o/mieszkanie-poznan-zawady-ul-mariacka-2-pokojowe-d3a0c9,https://s2.adresowa.pl/oi/45/5e/3a6fb4_9a58_cover-2-pokojowe-mieszkanie-poznan-zawady-ul-mariacka.jpg
Poznań Rataje,os. Orła Białego,4,74,559000,7605,Oferta biura nieruchomości,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-poznan-rataje-os-orla-bialego-4-pokojowe-h7m1z1,https://s2.adresowa.pl/oi/4e/74/3a5e58_628a_cover-4-pokojowe-mieszkanie-poznan-rataje-os-orla-bialego.jpg
Poznań Centrum,ul. Garbary,2,39,780000,19903,Bez pośredników,ponad tydzień temu,17,https://adresowo.pl/o/mieszkanie-poznan-centrum-ul-garbary-2-pokojowe-y7w9e6,https://s2.adresowa.pl/oi/17/27/3a957a_427f_cover-2-pokojowe-mieszkanie-poznan-centrum-ul-garbary.jpg
Poznań Winiary,os. Winiary,4,65,747000,11510,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-poznan-winiary-os-winiary-4-pokojowe-o9n3e6,https://s2.adresowa.pl/oi/2a/5a/3a0788_bbd3_cover-4-pokojowe-mieszkanie-poznan-winiary-os-winiary.jpg
Poznań Nowe Miasto,ul. Wagrowska,1,31,495000,16087,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-poznan-nowe-miasto-ul-wagrowska-1-pokoj-z1q2r2,https://s2.adresowa.pl/oi/24/2c/3a06d2_3dda_cover-1-pokojowe-mieszkanie-poznan-nowe-miasto-ul-wagrowska.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/poznan/staroleka/,
Poznań Grunwald,ul. Ptasia,1,34,zapytaj o cenę,,Bez pośredników,,1,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-ptasia-1-pokoj-x7r7z9,https://s2.adresowa.pl/development/672144/nowe-mieszkania-ptasia-vita-cf5b_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań Podolany,ul. Jasielska,2,37,550000,15007,Oferta biura nieruchomości,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-poznan-podolany-ul-jasielska-2-pokojowe-t4m7x9,https://s2.adresowa.pl/oi/7b/43/3a5e54_c96d_cover-2-pokojowe-mieszkanie-poznan-podolany-ul-jasielska.jpg
Poznań Podolany,ul. Jasielska,2,37,410000,11181,Oferta biura nieruchomości,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-poznan-podolany-ul-jasielska-2-pokojowe-j7f3z5,https://s2.adresowa.pl/oi/2f/1f/3a5e56_5802_cover-2-pokojowe-mieszkanie-poznan-podolany-ul-jasielska.jpg
Poznań Wilda,ul. Jana Umińskiego,2,35,365000,10429,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-jana-uminskiego-2-pokojowe-r8p9r5,https://s2.adresowa.pl/oi/21/68/39f13a_cde0_cover-2-pokojowe-mieszkanie-poznan-wilda-ul-jana-uminskiego.jpg
Poznań Winogrady,os. Zwycięstwa,3,65,549000,8446,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-poznan-winogrady-os-zwyciestwa-3-pokojowe-q1h7d5,https://s2.adresowa.pl/oi/5c/75/39e7c6_e673_cover-3-pokojowe-mieszkanie-poznan-winogrady-os-zwyciestwa.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań,ul. Królowej Jadwigi,1,70,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-poznan-ul-krolowej-jadwigi-1-pokoj-n9a4q6,https://s2.adresowa.pl/development/671250/nowe-mieszkania-krolowej-jadwigi-a8c4_cover.jpg
Poznań Łazarz,ul. Śniadeckich,3,73,759000,10400,Oferta biura nieruchomości,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-poznan-lazarz-ul-sniadeckich-3-pokojowe-f9h8x1,https://s2.adresowa.pl/oi/33/4b/3a5e52_7beb_cover-3-pokojowe-mieszkanie-poznan-lazarz-ul-sniadeckich.jpg
Poznań,ul. Wierzbięcice,2,46,435000,9485,Oferta biura nieruchomości,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-poznan-ul-wierzbiecice-2-pokojowe-i3c2j0,https://s2.adresowa.pl/oi/28/34/3a5e42_7dc9_cover-2-pokojowe-mieszkanie-poznan-ul-wierzbiecice.jpg
Poznań Grunwald,ul. Smardzewska,2,52,zapytaj o cenę,,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-smardzewska-2-pokojowe-z9o7f2,https://s2.adresowa.pl/oi/34/73/39e790_59cf_cover-2-pokojowe-mieszkanie-poznan-grunwald-ul-smardzewska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań Grunwald,ul. Bukowska,2,45,465000,10333,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-bukowska-2-pokojowe-s7a8z9,https://s2.adresowa.pl/oi/57/2a/39a84e_962e_cover-2-pokojowe-mieszkanie-poznan-grunwald-ul-bukowska.jpg
Poznań Wilda,ul. Mieczysława Niedziałkowskiego,1,28,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-mieczyslawa-niedzialkowskiego-1-pokoj-c9f1u8,https://s2.adresowa.pl/development/671892/nowe-mieszkania-vilda-arte-3045_cover.jpg
Poznań Piątkowo,os. Stefana Batorego,2,53,560000,10626,Oferta biura nieruchomości,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-os-stefana-batorego-2-pokojowe-u8u8i6,https://s2.adresowa.pl/oi/1b/4a/3a5e1e_76e7_cover-2-pokojowe-mieszkanie-poznan-piatkowo-os-stefana-batorego.jpg
Poznań Łazarz,ul. Głogowska,1,31,405000,13031,Oferta biura nieruchomości,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-poznan-lazarz-ul-glogowska-1-pokoj-f5w1i7,https://s2.adresowa.pl/oi/19/4b/3a54ce_7e55_cover-1-pokojowe-mieszkanie-poznan-lazarz-ul-glogowska.jpg
Poznań Górczyn,ul. Hetmańska,2,48,510000,10625,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-poznan-gorczyn-ul-hetmanska-2-pokojowe-f8u6q1,https://s2.adresowa.pl/oi/6c/17/39cb68_ffa1_cover-2-pokojowe-mieszkanie-poznan-gorczyn-ul-hetmanska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań Nowe Miasto,ul. Nadolnik,1,25,289000,11705,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-poznan-nowe-miasto-ul-nadolnik-1-pokoj-g6f0q0,https://s2.adresowa.pl/oi/5a/3d/39bb16_f9d7_cover-1-pokojowe-mieszkanie-poznan-nowe-miasto-ul-nadolnik.jpg
Poznań Wilda,ul. Mieczysława Niedziałkowskiego,4,72,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-mieczyslawa-niedzialkowskiego-4-pokojowe-v4a4g0,https://s2.adresowa.pl/development/671892/nowe-mieszkania-vilda-arte-3045_cover.jpg
Poznań Podolany,ul. Strzeszyńska,3,58,729000,12487,Oferta biura nieruchomości,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-poznan-podolany-ul-strzeszynska-3-pokojowe-c5z3k0,https://s2.adresowa.pl/oi/24/52/3a546e_a881_cover-3-pokojowe-mieszkanie-poznan-podolany-ul-strzeszynska.jpg
Poznań Łazarz,ul. Kolejowa,2,35,419000,12047,Oferta biura nieruchomości,ponad tydzień temu,8,https://adresowo.pl/o/mieszkanie-poznan-lazarz-ul-kolejowa-2-pokojowe-q4c5m8,https://s2.adresowa.pl/oi/43/7e/3a39e2_5fe8_cover-2-pokojowe-mieszkanie-poznan-lazarz-ul-kolejowa.jpg
Poznań Rataje,os. Czecha,3,54,585000,10914,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-poznan-rataje-os-czecha-3-pokojowe-e8m6e0,https://s2.adresowa.pl/oi/49/33/39b6a0_8df4_cover-3-pokojowe-mieszkanie-poznan-rataje-os-czecha.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań Malta,ul. Milczańska,2,62,795000,12767,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-poznan-malta-ul-milczanska-2-pokojowe-k7i8q6,https://s2.adresowa.pl/oi/4d/6f/39b030_d8aa_cover-2-pokojowe-mieszkanie-poznan-malta-ul-milczanska.jpg
Poznań Starołęka,ul. Unii Lubelskiej,4,81,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-poznan-staroleka-ul-unii-lubelskiej-4-pokojowe-x4y7v6,https://s2.adresowa.pl/development/671252/nowe-mieszkania-unii-lubelskiej-vita-b029_cover.jpg
Poznań,ul. Aleksandry Bielerzewskiej,2,43,520000,12093,Oferta biura nieruchomości,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-poznan-ul-aleksandry-bielerzewskiej-2-pokojowe-e3q7x7,https://s2.adresowa.pl/oi/2b/69/3a39de_ec80_cover-2-pokojowe-mieszkanie-poznan-ul-aleksandry-bielerzewskiej.jpg
Poznań Piątkowo,os. Bolesława Chrobrego,5,74,720000,9783,Oferta biura nieruchomości,ponad tydzień temu,14,https://adresowo.pl/o/mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego-5-pokojowe-k0x9q7,https://s2.adresowa.pl/oi/11/3d/3a39d6_999b_cover-5-pokojowe-mieszkanie-poznan-piatkowo-os-boleslawa-chrobrego.jpg
Poznań Wilda,ul. Jana Spychalskiego,3,60,1059000,17650,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-jana-spychalskiego-3-pokojowe-q7p9j2,https://s2.adresowa.pl/oi/3e/65/39a61c_b152_cover-3-pokojowe-mieszkanie-poznan-wilda-ul-jana-spychalskiego.jpg
Poznań Komandoria,ul. Piotra Tomickiego,2,50,579000,11511,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-poznan-komandoria-ul-piotra-tomickiego-2-pokojowe-d6b5y8,https://s2.adresowa.pl/oi/46/38/3996d0_5843_cover-2-pokojowe-mieszkanie-poznan-komandoria-ul-piotra-tomickiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań,ul. Królowej Jadwigi,4,83,zapytaj o cenę,,Bez pośredników,,6,https://adresowo.pl/o/mieszkanie-poznan-ul-krolowej-jadwigi-4-pokojowe-r6e1d4,https://s2.adresowa.pl/development/671250/nowe-mieszkania-krolowej-jadwigi-a8c4_cover.jpg
Poznań Ogrody,ul. Szamotulska,2,47,410000,8779,Oferta biura nieruchomości,ponad tydzień temu,16,https://adresowo.pl/o/mieszkanie-poznan-ogrody-ul-szamotulska-2-pokojowe-w5r0y9,https://s2.adresowa.pl/oi/7b/79/3a3972_ead7_cover-2-pokojowe-mieszkanie-poznan-ogrody-ul-szamotulska.jpg
Poznań Dębiec,os. Dębina,1,34,360000,10626,Oferta biura nieruchomości,ponad tydzień temu,12,https://adresowo.pl/o/mieszkanie-poznan-debiec-os-debina-1-pokoj-x8c9t5,https://s2.adresowa.pl/oi/54/70/3a3522_7db3_cover-1-pokojowe-mieszkanie-poznan-debiec-os-debina.jpg
Poznań Naramowice,ul. Błażeja,2,50,659000,13286,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-poznan-naramowice-ul-blazeja-2-pokojowe-c4v9b7,https://s2.adresowa.pl/oi/47/63/399400_68e3_cover-2-pokojowe-mieszkanie-poznan-naramowice-ul-blazeja.jpg
Poznań Grunwald,ul. Grochowska,1,30,445000,14833,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-grochowska-1-pokoj-f0k4y3,https://s2.adresowa.pl/oi/19/5d/399058_e472_cover-1-pokojowe-mieszkanie-poznan-grunwald-ul-grochowska.jpg
Poznań Grunwald,ul. Ptasia,4,108,zapytaj o cenę,,Bez pośredników,,1,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-ptasia-4-pokojowe-f1f1e1,https://s2.adresowa.pl/development/672144/nowe-mieszkania-ptasia-vita-cf5b_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Poznań Ogrody,ul. Wawrzyńca Engeströma,2,48,499000,10481,Oferta biura nieruchomości,ponad tydzień temu,13,https://adresowo.pl/o/mieszkanie-poznan-ogrody-ul-wawrzynca-engestroma-2-pokojowe-l5y9j7,https://s2.adresowa.pl/oi/75/66/3a327c_ee07_cover-2-pokojowe-mieszkanie-poznan-ogrody-ul-wawrzynca-engestroma.jpg
Poznań Wilda,ul. św. Czesława,3,69,1190000,17332,Oferta biura nieruchomości,ponad tydzień temu,19,https://adresowo.pl/o/mieszkanie-poznan-wilda-ul-sw-czeslawa-3-pokojowe-b7a2u8,https://s2.adresowa.pl/oi/49/6e/3a324c_2fb8_cover-3-pokojowe-mieszkanie-poznan-wilda-ul-sw-czeslawa.jpg
Poznań Centrum,ul. Strzelecka,1,38,550000,14485,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-poznan-centrum-ul-strzelecka-1-pokoj-r8g1i7,https://s2.adresowa.pl/oi/69/38/398fcc_37ef_cover-1-pokojowe-mieszkanie-poznan-centrum-ul-strzelecka.jpg
Poznań Grunwald,ul. Poranek,3,48,520000,10833,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-poznan-grunwald-ul-poranek-3-pokojowe-s6k9r8,https://s2.adresowa.pl/oi/43/32/398632_3096_cover-3-pokojowe-mieszkanie-poznan-grunwald-ul-poranek.jpg
